+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                   ;
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                               ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; elimax_ghrd_nios_sys_inst|irq_mapper                                                                                                                                                                                                    ; 4     ; 30             ; 2            ; 30             ; 32     ; 30              ; 30            ; 30              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter_011|error_adapter_0                                                                                                                                                       ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter_011                                                                                                                                                                       ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter_010|error_adapter_0                                                                                                                                                       ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter_010                                                                                                                                                                       ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter_009|error_adapter_0                                                                                                                                                       ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter_009                                                                                                                                                                       ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter_008|error_adapter_0                                                                                                                                                       ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter_008                                                                                                                                                                       ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter_007|error_adapter_0                                                                                                                                                       ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter_007                                                                                                                                                                       ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter_006|error_adapter_0                                                                                                                                                       ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter_006                                                                                                                                                                       ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter_005|error_adapter_0                                                                                                                                                       ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter_005                                                                                                                                                                       ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter_004|error_adapter_0                                                                                                                                                       ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter_004                                                                                                                                                                       ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter_003|error_adapter_0                                                                                                                                                       ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter_003                                                                                                                                                                       ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter_002|error_adapter_0                                                                                                                                                       ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter_002                                                                                                                                                                       ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter_001|error_adapter_0                                                                                                                                                       ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter_001                                                                                                                                                                       ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter|error_adapter_0                                                                                                                                                           ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|avalon_st_adapter                                                                                                                                                                           ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|crosser_001|clock_xer|out_to_in_synchronizer                                                                                                                                                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|crosser_001|clock_xer|in_to_out_synchronizer                                                                                                                                                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|crosser_001|clock_xer                                                                                                                                                                       ; 117   ; 0              ; 0            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|crosser_001                                                                                                                                                                                 ; 119   ; 2              ; 0            ; 2              ; 113    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|crosser|clock_xer|out_to_in_synchronizer                                                                                                                                                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|crosser|clock_xer|in_to_out_synchronizer                                                                                                                                                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|crosser|clock_xer                                                                                                                                                                           ; 117   ; 0              ; 0            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|crosser                                                                                                                                                                                     ; 119   ; 2              ; 0            ; 2              ; 113    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|rsp_mux_001|arb|adder                                                                                                                                                                       ; 8     ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|rsp_mux_001|arb                                                                                                                                                                             ; 6     ; 0              ; 4            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|rsp_mux_001                                                                                                                                                                                 ; 227   ; 0              ; 0            ; 0              ; 114    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|rsp_mux|arb|adder                                                                                                                                                                           ; 48    ; 24             ; 0            ; 24             ; 24     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|rsp_mux|arb                                                                                                                                                                                 ; 16    ; 0              ; 4            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|rsp_mux                                                                                                                                                                                     ; 1347  ; 0              ; 0            ; 0              ; 124    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|rsp_demux_011                                                                                                                                                                               ; 115   ; 1              ; 2            ; 1              ; 113    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|rsp_demux_010                                                                                                                                                                               ; 115   ; 1              ; 2            ; 1              ; 113    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|rsp_demux_009                                                                                                                                                                               ; 115   ; 1              ; 2            ; 1              ; 113    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|rsp_demux_008                                                                                                                                                                               ; 115   ; 1              ; 2            ; 1              ; 113    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|rsp_demux_007                                                                                                                                                                               ; 116   ; 4              ; 2            ; 4              ; 225    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|rsp_demux_006                                                                                                                                                                               ; 115   ; 1              ; 2            ; 1              ; 113    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|rsp_demux_005                                                                                                                                                                               ; 116   ; 4              ; 2            ; 4              ; 225    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|rsp_demux_004                                                                                                                                                                               ; 115   ; 1              ; 2            ; 1              ; 113    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|rsp_demux_003                                                                                                                                                                               ; 115   ; 1              ; 2            ; 1              ; 113    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|rsp_demux_002                                                                                                                                                                               ; 115   ; 1              ; 2            ; 1              ; 113    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|rsp_demux_001                                                                                                                                                                               ; 115   ; 1              ; 2            ; 1              ; 113    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|rsp_demux                                                                                                                                                                                   ; 115   ; 1              ; 2            ; 1              ; 113    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|cmd_mux_011                                                                                                                                                                                 ; 115   ; 0              ; 2            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|cmd_mux_010                                                                                                                                                                                 ; 115   ; 0              ; 2            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|cmd_mux_009                                                                                                                                                                                 ; 115   ; 0              ; 2            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|cmd_mux_008                                                                                                                                                                                 ; 115   ; 0              ; 2            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|cmd_mux_007|arb|adder                                                                                                                                                                       ; 8     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|cmd_mux_007|arb                                                                                                                                                                             ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|cmd_mux_007                                                                                                                                                                                 ; 227   ; 0              ; 0            ; 0              ; 114    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|cmd_mux_006                                                                                                                                                                                 ; 115   ; 0              ; 2            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|cmd_mux_005|arb|adder                                                                                                                                                                       ; 8     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|cmd_mux_005|arb                                                                                                                                                                             ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|cmd_mux_005                                                                                                                                                                                 ; 227   ; 0              ; 0            ; 0              ; 114    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|cmd_mux_004                                                                                                                                                                                 ; 115   ; 0              ; 2            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|cmd_mux_003                                                                                                                                                                                 ; 115   ; 0              ; 2            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|cmd_mux_002                                                                                                                                                                                 ; 115   ; 0              ; 2            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|cmd_mux_001                                                                                                                                                                                 ; 115   ; 0              ; 2            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|cmd_mux                                                                                                                                                                                     ; 115   ; 0              ; 2            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|cmd_demux_001                                                                                                                                                                               ; 116   ; 4              ; 2            ; 4              ; 225    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|cmd_demux                                                                                                                                                                                   ; 126   ; 144            ; 2            ; 144            ; 1345   ; 144             ; 144           ; 144             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_013|the_default_decode                                                                                                                                                               ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_013                                                                                                                                                                                  ; 103   ; 0              ; 2            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_012|the_default_decode                                                                                                                                                               ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_012                                                                                                                                                                                  ; 103   ; 0              ; 2            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_011|the_default_decode                                                                                                                                                               ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_011                                                                                                                                                                                  ; 103   ; 0              ; 2            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_010|the_default_decode                                                                                                                                                               ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_010                                                                                                                                                                                  ; 103   ; 0              ; 2            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_009|the_default_decode                                                                                                                                                               ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_009                                                                                                                                                                                  ; 103   ; 0              ; 2            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_008|the_default_decode                                                                                                                                                               ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_008                                                                                                                                                                                  ; 103   ; 0              ; 2            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_007|the_default_decode                                                                                                                                                               ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_007                                                                                                                                                                                  ; 103   ; 0              ; 2            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_006|the_default_decode                                                                                                                                                               ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_006                                                                                                                                                                                  ; 103   ; 0              ; 2            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_005|the_default_decode                                                                                                                                                               ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_005                                                                                                                                                                                  ; 103   ; 0              ; 2            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_004|the_default_decode                                                                                                                                                               ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_004                                                                                                                                                                                  ; 103   ; 0              ; 2            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_003|the_default_decode                                                                                                                                                               ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_003                                                                                                                                                                                  ; 103   ; 0              ; 2            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_002|the_default_decode                                                                                                                                                               ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_002                                                                                                                                                                                  ; 103   ; 0              ; 2            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_001|the_default_decode                                                                                                                                                               ; 0     ; 16             ; 0            ; 16             ; 16     ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router_001                                                                                                                                                                                  ; 103   ; 0              ; 6            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router|the_default_decode                                                                                                                                                                   ; 0     ; 16             ; 0            ; 16             ; 16     ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|router                                                                                                                                                                                      ; 103   ; 0              ; 6            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|usbstatus_s1_agent_rsp_fifo                                                                                                                                                                 ; 143   ; 39             ; 0            ; 39             ; 102    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|usbstatus_s1_agent|uncompressor                                                                                                                                                             ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|usbstatus_s1_agent                                                                                                                                                                          ; 291   ; 39             ; 49           ; 39             ; 301    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|led_s1_agent_rsp_fifo                                                                                                                                                                       ; 143   ; 39             ; 0            ; 39             ; 102    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; elimax_ghrd_nios_sys_inst|mm_interconnect_0|led_s1_agent|uncompressor                                                                                                                                                                   ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
